"ID","hadgem_prec_rcp26_2050","hadgem_prec_rcp85_2050","hadgem_temp_rcp26_2050","hadgem_temp_rcp85_2050","mpiesm_prec_rcp26_2050","mpiesm_prec_rcp85_2050","mpiesm_temp_rcp26_2050","mpiesm_temp_rcp85_2050","noresm_prec_rcp26_2050","noresm_prec_rcp85_2050","noresm_temp_rcp26_2050","noresm_temp_rcp85_2050","N","vocc_temp_rcp26","vocc_temp_rcp85","vocc_prec_rcp26","vocc_prec_rcp85","vocc_rcp85","avg_integrity","a_sum_high_int","intactness","luse_bin"
186,32,50,10,62,20,29,0,15,151,162,4,4,382,0.00895275364752198,0.0405618371465748,0.120131143446648,0.161521736874814,0.161521736874814,8.97270095542249,223,0.583769633507853,0.14880619248924
187,0,0,0,107,6,0,0,36,57,42,1,12,130,0.00769230769230769,0.276065724448656,0.0537937742860067,0.0267386664991265,0.276065724448656,8.39345487242761,49,0.376923076923077,0.00161165166987202
188,2,5,0,7,4,5,0,0,7,5,0,1,12,0.0833333333333333,0.159410931897699,0.318821863795398,0.416666666666667,0.416666666666667,6.98252889293252,0,0,0.0102969870786199
189,0,9,9,999,9,20,222,626,103,2,332,634,1048,0.0832178657052238,0.70099525316783,0.00930390560277783,0.00678796432154592,0.70099525316783,9.15125983307468,588,0.561068702290076,0.0441672725008968
190,0,0,0,6,0,0,0,3,0,0,0,3,7,0.142857142857143,0.53996616424066,0.142857142857143,0.142857142857143,0.53996616424066,5.49137071752714,0,0,0.00125548172454395
191,154,179,13,229,443,288,49,344,106,116,13,170,606,0.0333852759820566,0.391869676094887,0.319107844154823,0.299521874597099,0.391869676094887,2.68001074629137,9,0.0148514851485149,0.0852459448100789
192,7,9,0,9,5,0,0,0,4,4,0,1,9,0.111111111111111,0.231120424783545,0.576943789094567,0.366880805432736,0.366880805432736,7.17231215595648,0,0,0.00200669379490984
193,27,203,6,230,73,18,98,175,282,222,6,177,415,0.0366827113784108,0.463658565230246,0.198120986057914,0.224728977494373,0.463658565230246,3.20405463419335,7,0.0168674698795181,0.222524387694915
194,302,386,431,484,165,389,463,486,310,196,26,469,486,0.356211224619424,0.986844114348094,0.512445783948879,0.635274451445905,0.986844114348094,7.75056144696906,37,0.0761316872427984,0.541286923497279
195,244,157,22,968,306,173,546,1018,177,123,3,942,1018,0.0324462428745953,0.958245749147402,0.232245368389145,0.146848386024556,0.958245749147402,8.57260794335117,500,0.491159135559921,0.0776424744294701
196,49,231,4,344,212,182,3,130,562,304,25,100,617,0.0108498047014938,0.267023059458053,0.291835142582375,0.378937122671809,0.378937122671809,9.6847410326717,480,0.777957860615883,0.0277847481854687
198,609,392,21,533,88,144,437,501,623,646,4,490,712,0.0466774276044568,0.713028700686896,0.452254270897285,0.465743746170581,0.713028700686896,7.83757108833853,79,0.110955056179775,0.011905820283874
199,717,723,243,1771,368,321,1531,1837,922,931,75,1475,2112,0.143610764906471,0.798630696205755,0.295577962616824,0.284121275952162,0.798630696205755,6.73882598515571,532,0.251893939393939,0.00668174273619437
200,8,133,53,150,81,4,218,216,87,209,50,218,237,0.351414040824925,0.809565803895827,0.161789279199982,0.202894820323467,0.809565803895827,5.07743721819908,3,0.0126582278481013,0.101719801163391
201,20,38,72,89,32,5,88,89,41,53,0,89,89,0.207913034120573,1,0.333885790626812,0.242634833709254,1,1.04647458125129,0,0,0.65830332679109
202,0,64,0,68,0,3,68,68,68,68,0,68,68,0.0600243397340786,1,0.0600243397340786,0.346280312757843,1,6.21196027752671,7,0.102941176470588,4.46752006539397e-07
203,61,31,317,317,3,4,317,317,135,83,24,317,320,0.419076469994132,0.990625,0.0910147207831356,0.0679751144566535,0.990625,4.43694794382287,14,0.04375,0.184788573982995
204,28,173,59,184,38,0,233,520,125,245,0,415,580,0.041302339351879,0.588204614913838,0.0880080814138183,0.0601140611730791,0.588204614913838,3.36924314228371,53,0.0913793103448276,0.306111727290677
205,3,110,436,436,24,31,436,436,137,262,3,436,443,0.187195046132463,0.984198645598195,0.0484113613051185,0.217410991789126,0.984198645598195,1.59479782729175,0,0,0.280659772687056
206,47,91,35,153,11,24,77,162,92,79,1,154,162,0.0859022571272227,0.964703914682783,0.223654569452514,0.343646211609334,0.964703914682783,5.18248563957117,13,0.0802469135802469,0.23293787768177
207,74,398,1083,1519,25,20,1317,1519,348,314,35,1434,1521,0.242083326224813,0.979698295149702,0.056770289650125,0.0892246852381482,0.979698295149702,2.82456038101415,8,0.00525969756738988,0.470137564815911
218,16,17,39,389,117,41,83,476,452,138,89,321,894,0.0738765688238298,0.436532259497475,0.105797947148062,0.0512506962067329,0.436532259497475,9.49453428310174,623,0.696868008948546,0.0183698530343234
219,12,16,100,143,6,0,62,143,95,23,143,143,173,0.555302726530338,0.826589595375722,0.109725086219992,0.0414225187400688,0.826589595375722,8.61642640269575,50,0.289017341040462,0.564347334149242
220,268,1215,977,8300,819,704,2439,5085,2597,3110,207,5516,16743,0.0471909759761486,0.36742143736393,0.049521858841945,0.0827567000673644,0.36742143736393,2.97547923766729,1548,0.0924565490055546,0.0656468971443325
221,487,676,453,2687,254,216,817,2015,922,818,49,1617,4794,0.0548033890930691,0.429918581257063,0.101157907365723,0.102727460909059,0.429918581257063,8.16719791358586,2726,0.568627450980392,0.0860580934955287
222,36,110,160,1530,1,20,482,758,294,289,32,1005,2489,0.05429344966318,0.422815275811276,0.00882114674975405,0.0345473928017608,0.422815275811276,1.62077474393292,12,0.00482121333869024,0.0553917595247148
223,405,128,353,584,117,80,25,147,161,155,0,518,1114,0.0185503901113804,0.318030024752469,0.176713771615593,0.104710932554881,0.318030024752469,2.45937315889993,0,0,0.155717793689837
224,286,661,93,1290,273,735,27,992,502,419,46,560,1567,0.0310789152132481,0.571076303884179,0.216774637826016,0.37540375356926,0.571076303884179,3.28768109922754,216,0.13784301212508,0.556952564655768
225,4,13,27,46,0,18,1,31,0,0,0,5,129,0.0232558139534884,0.149201595153509,0.0123054345113814,0.0477693034709228,0.149201595153509,1.23095395391575,0,0,0.648981618686525
226,6,35,0,230,8,128,38,145,103,132,52,122,416,0.0301649296029383,0.383758986959137,0.0409511551393918,0.201770336261974,0.383758986959137,1.99640099973754,21,0.0504807692307692,1.32211222544385
227,472,646,88,507,87,286,66,340,720,673,1,286,1189,0.0151179770346101,0.308391534929675,0.260065490986895,0.419780909184134,0.419780909184134,6.92236059803438,105,0.088309503784693,2.53461927292263
229,1633,1451,7,565,819,1667,173,101,1171,1979,0,510,6193,0.001721129840578,0.0496682569526739,0.18751725943945,0.272133404865135,0.272133404865135,6.72791445933945,435,0.0702405942192798,4.21989483597741
230,0,24,0,206,2,10,9,82,237,68,0,107,638,0.00326031947186819,0.19092711260346,0.0122209631669373,0.0397575279334483,0.19092711260346,3.19245335765912,5,0.00783699059561128,1.16895964539009
231,13,14,105,462,0,1,137,288,301,34,15,390,1484,0.0404172233346909,0.251342418199417,0.0106186518430667,0.0052614052033556,0.251342418199417,1.5422593125559,10,0.00673854447439353,0.888805848912378
232,25,0,0,334,129,46,178,215,327,399,10,208,1119,0.0108303688481326,0.220082748300445,0.0909625033691949,0.0235729258042577,0.220082748300445,3.06531904032966,7,0.00625558534405719,0.689598833449005
233,180,274,13,196,276,351,0,0,136,419,1,75,582,0.00404009396515594,0.0420903748576152,0.324825797856621,0.589070918411028,0.589070918411028,3.55934977673264,11,0.0189003436426117,1.12483925303143
234,271,174,20,175,109,362,34,183,528,328,4,151,1322,0.0105590499953236,0.127915716189307,0.188992737332449,0.207561005397984,0.207561005397984,5.7325947251107,58,0.0438729198184569,3.00425362875687
235,14,5,24,64,4,11,52,64,0,13,0,23,64,0.168225394127728,0.710966744962891,0.0597790994616371,0.139718969324082,0.710966744962891,1.08430607209184,0,0,5.74461326528122
236,901,730,598,1687,329,276,284,1407,1029,1024,12,739,3252,0.038986691940991,0.370852037332394,0.20699577650858,0.181702162497004,0.370852037332394,5.98108524157122,366,0.112546125461255,5.20345803144246
237,5589,5187,1753,7945,5482,7644,2099,5382,3378,4819,755,8917,24319,0.0578053527871969,0.298176267793474,0.193062777235966,0.23683846527124,0.298176267793474,3.99101679620272,103,0.00423537152021054,1.49773196959256
238,1007,1211,233,1152,592,1354,32,566,1477,2763,45,230,4727,0.0147001083362063,0.112394910664584,0.202764360325541,0.350049097134213,0.350049097134213,6.69438949116976,691,0.146181510471758,3.4112509264624
239,254,58,148,647,106,37,148,288,240,127,0,561,1032,0.0271119931626786,0.456464330312659,0.180483391754333,0.0628248483444477,0.456464330312659,2.96703703226483,1,0.000968992248062015,0.800596594641132
240,864,443,171,400,450,685,62,180,1181,1217,0,160,2815,0.00780400491259405,0.080230425197672,0.274060840583199,0.25486873268688,0.25486873268688,4.7349537781537,221,0.0785079928952043,0.302447709699866
241,203,90,35,226,53,103,44,168,117,266,3,219,331,0.0503175319939222,0.612058055394583,0.326205487561548,0.408155634748921,0.612058055394583,8.01717848158859,56,0.169184290030211,1.26183938581052
242,667,361,74,1011,354,431,414,712,1017,2186,84,861,2980,0.0459854935022772,0.286107012696399,0.208577321256718,0.234240478107934,0.286107012696399,4.24739787406458,67,0.0224832214765101,0.839100706073732
243,57,158,5,223,302,359,163,240,135,429,238,711,892,0.064895313415476,0.377077293106733,0.148493348741194,0.324866369351619,0.377077293106733,1.08483950940691,0,0,4.08178653308427
244,0,0,0,5,0,0,5,5,0,5,5,5,5,0.584803547642573,1,0.2,0.341995189335339,1,6.53786073802709,0,0,0.142232102260459
245,734,222,46,450,536,361,83,133,737,504,0,416,1557,0.0100382196741023,0.187541426854593,0.425096471291405,0.220364496264509,0.220364496264509,5.42683226775659,31,0.0199100834938985,0.419126952379545
246,21,89,43,113,0,0,0,55,182,36,0,50,225,0.0155706580461632,0.301037912881919,0.0694887302707396,0.0655211710687966,0.301037912881919,7.8923069726225,22,0.0977777777777778,0.0709314906599424
247,195,90,53,481,64,26,252,270,598,126,123,364,729,0.16185755621051,0.495993379681956,0.268067642378326,0.0912994033083924,0.495993379681956,6.07628550101087,18,0.0246913580246914,0.755810497676523
248,303,365,94,1720,467,441,720,508,1840,1086,104,798,3920,0.0488890760242798,0.226210251795957,0.162894483514783,0.142637710525199,0.226210251795957,4.12453647534523,40,0.0102040816326531,0.583496092294855
249,42,69,2,101,134,231,6,30,160,329,0,62,364,0.00628963869534798,0.157341537265537,0.265291482598269,0.477292129051412,0.477292129051412,4.15313568301734,0,0,0.770458819230222
250,1992,1427,971,1731,732,796,440,1118,1794,1330,90,1267,5285,0.0638645437092618,0.255148784529178,0.260712963537654,0.217112370414997,0.255148784529178,6.25090139330852,741,0.140208136234626,2.18205940864732
251,202,90,287,1004,78,279,209,767,565,581,69,756,1846,0.0869749246496964,0.452326390983083,0.112270703320731,0.13236583948146,0.452326390983083,4.4302341089737,72,0.0390032502708559,4.081052097896
252,0,12,5,25,13,13,5,12,25,0,5,15,110,0.0454545454545454,0.150087602222483,0.0625031303215519,0.0489382964735208,0.150087602222483,1.22660894664845,0,0,0.099445500354515
253,31,29,31,31,31,31,31,31,31,25,31,31,50,0.62,0.62,0.62,0.564412420711718,0.62,8.75534028821199,20,0.4,0.0403621367662811
254,94,80,24,305,153,216,127,128,177,296,137,353,448,0.166840120922889,0.535159809901484,0.304779792887084,0.384592197432231,0.535159809901484,5.901843097629,12,0.0267857142857143,3.34613216744899
255,37,52,89,715,138,307,244,245,346,812,266,717,965,0.185934441323325,0.518963061882272,0.125273243792577,0.243428787614166,0.518963061882272,6.0081832506101,7,0.00725388601036269,3.64502432628853
256,814,570,72,463,716,951,26,120,815,1350,9,113,1883,0.0136144195911776,0.0979707817542743,0.414363372021437,0.478570649854994,0.478570649854994,4.52597626257898,260,0.138077535847053,0.595261619177188
257,4547,5147,1994,6218,2271,4485,255,1959,5597,5715,100,2374,16885,0.0219408802183835,0.18178340102342,0.228980271938514,0.301492526948821,0.301492526948821,4.99266902041248,339,0.0200769914124963,2.11712984708979
258,76,18,68,130,5,62,12,81,72,147,0,68,307,0.0304386236374936,0.291411969326522,0.0981522641422627,0.178315378996458,0.291411969326522,1.52357059038908,0,0,0.233076707607213
259,482,234,83,335,501,627,1,252,452,1004,0,20,1650,0.00264367919482111,0.072167418474764,0.289639055163843,0.320077460586885,0.320077460586885,4.84020947716455,130,0.0787878787878788,0.532360916703249
260,813,702,369,659,710,314,105,372,524,183,21,572,2152,0.0433813157183862,0.241415894883988,0.311925677305774,0.15936649322191,0.241415894883988,7.9018382530014,837,0.388940520446097,1.06078888217545
261,177,66,70,163,73,223,0,0,153,217,0,162,579,0.00711793661452255,0.0514306850676962,0.216762402237828,0.254345630088182,0.254345630088182,1.62757489636645,21,0.0362694300518135,0.549216818151738
262,55,3,0,67,8,24,48,38,70,63,0,5,77,0.0471979374761595,0.303239246891508,0.407092261620953,0.214981104653074,0.303239246891508,6.70105725464414,2,0.025974025974026,3.22971763378372
263,0,0,26,360,52,24,119,203,135,118,113,202,512,0.137592984192247,0.479122620131167,0.0373974861261323,0.027632984199629,0.479122620131167,3.74061649613409,6,0.01171875,0.345380375476809
264,56,300,16,451,127,53,8,227,401,310,0,105,693,0.00727227157226478,0.31846667830716,0.204634476867225,0.245576254595243,0.31846667830716,7.62952138149807,190,0.274170274170274,0.73661678048094
265,0,0,2,139,48,0,1,127,52,12,14,138,139,0.0218459638264436,0.968020160575279,0.0975888185040048,0.0164707085259472,0.968020160575279,1.70189202189518,0,0,0.55325187975457
266,128,387,254,1547,547,107,96,754,1349,447,58,1006,4740,0.0236809601003128,0.222522982269998,0.0960781739244991,0.0558070518324555,0.222522982269998,1.26117982878428,138,0.0291139240506329,0.445118161094976
267,26,27,3,16,9,18,0,0,7,7,0,1,45,0.0320499904512757,0.0559964911064388,0.26195425187469,0.334219862330972,0.334219862330972,1.04071710661953,0,0,0.519313601263113
269,1753,2069,460,2334,1121,1658,157,710,1688,1894,22,1904,6388,0.0182667722560617,0.229602779235938,0.23346498235551,0.292107981054845,0.292107981054845,1.81657749802044,5,0.000782717595491547,0.876669507901181
270,52,38,0,0,42,24,0,0,19,9,0,0,74,0.0135135135135135,0.0135135135135135,0.467846830825926,0.272592600551267,0.272592600551267,3.54645194942104,0,0,0.564642711389162
271,110,38,0,61,92,136,46,44,74,176,39,135,635,0.0191352329780422,0.112270339182638,0.143009103933582,0.15258247867118,0.15258247867118,5.14458227017545,25,0.0393700787401575,4.93052078551972
272,83,57,0,272,196,241,91,75,210,411,36,303,880,0.0168771311614629,0.208549071116369,0.171146680711757,0.202346284644309,0.208549071116369,6.24729120316382,45,0.0511363636363636,5.32774777870109
273,243,216,39,414,483,759,0,89,742,510,2,67,1863,0.00229342924406759,0.0725452299967212,0.237924728085739,0.234715829278269,0.234715829278269,3.84467186966766,126,0.0676328502415459,1.04140621084815
274,13,0,22,782,67,56,227,464,195,188,28,532,1393,0.0372607054763604,0.4148849415751,0.0397557367062393,0.0157336991764055,0.4148849415751,1.39166233810251,40,0.0287150035893754,0.0530418822795478
275,51,153,0,182,108,285,0,19,97,172,0,43,492,0.00203252032520325,0.107679421103719,0.164926377156691,0.397853463494722,0.397853463494722,4.83949492960497,0,0,4.1240974713469
276,18,38,0,0,12,34,0,0,1,34,0,0,121,0.00826446280991736,0.00826446280991736,0.0495867768595041,0.291605094171243,0.291605094171243,6.31890225288707,1,0.00826446280991736,4.82531696721172
277,0,4,7,18,0,0,10,18,0,0,6,18,54,0.138682821985528,0.333333333333333,0.0185185185185185,0.0293963157771889,0.333333333333333,6.59846690108354,0,0,0.204442757906186
278,32,20,0,229,13,0,34,129,76,72,8,261,646,0.0100297578986919,0.30581307428473,0.048948169617774,0.0174805454281306,0.30581307428473,0.975260572414537,0,0,0.162979285022549
279,189,134,110,1843,70,231,460,1149,949,673,45,1766,9644,0.0136415528061609,0.160948951816069,0.0241000614813661,0.0285312026930862,0.160948951816069,1.91544625117108,251,0.0260265450020738,0.128515878943883
280,190,324,2,776,266,343,15,338,985,635,0,228,2901,0.00107109014338292,0.134800041957327,0.126806863476122,0.14244806571314,0.14244806571314,5.91599139429294,690,0.237849017580145,0.206183394350504
281,66,62,311,2228,113,121,342,1634,362,325,52,2064,3048,0.0580205244697179,0.642604872972108,0.0456837788523051,0.044157571172468,0.642604872972108,1.24001494057602,35,0.0114829396325459,0.150615684838472
282,26,136,103,1565,98,96,690,948,338,638,90,1118,2942,0.063095774144621,0.402357553874323,0.0323392074985035,0.0689023876549364,0.402357553874323,1.51666736350016,29,0.00985723997280761,0.0300119947659024
283,0,0,5,34,10,10,28,34,30,12,0,34,34,0.152720414760327,1,0.196892044141815,0.145071298490028,1,0.770842267513866,0,0,2.16776850465035
284,519,179,0,12,467,418,0,13,249,216,0,47,1048,0.000954198473282443,0.018537288234191,0.374282836851015,0.241249490777744,0.241249490777744,4.59383939048382,44,0.0419847328244275,1.10384901954283
285,621,905,418,3164,228,1139,534,2544,1577,1016,126,1968,3757,0.0809446531131185,0.668474785002785,0.161477314616455,0.270300889798686,0.668474785002785,2.3432041889708,558,0.148522757519297,1.59828433067397
286,10,111,254,486,16,272,176,486,174,168,5,389,486,0.124873186363201,0.928476916008499,0.0623620152401243,0.353533673214759,0.928476916008499,3.70060575640713,46,0.0946502057613169,0.413798199407679
287,3,41,138,301,1,85,137,300,37,93,44,277,304,0.309369284624236,0.962015913639211,0.0158088668871886,0.225954846039558,0.962015913639211,0.989536859590228,0,0,0.579122084517135
288,103,45,1,156,79,97,47,144,119,79,0,152,372,0.00970114537671692,0.404793894026527,0.265946422497479,0.188507010709488,0.404793894026527,3.69362008700994,0,0,1.29757818039892
289,106,3,16,561,64,197,10,214,836,279,0,236,1046,0.00519009104511454,0.291450314296672,0.170490043287236,0.0524242480899619,0.291450314296672,4.18286940618068,2,0.00191204588910134,1.55927735997574
290,27,91,78,303,28,108,10,98,823,74,8,199,1205,0.0152782806348811,0.150033029925443,0.0708467876775863,0.0746297366209331,0.150033029925443,2.71814755994697,4,0.0033195020746888,1.04529264634569
291,123,159,3,92,205,138,22,12,78,414,0,57,827,0.00488662638527472,0.0480960193319544,0.15149990093052,0.252301601785211,0.252301601785211,6.79589055769469,97,0.117291414752116,3.58246670573612
292,827,1182,686,2639,1018,2437,381,1934,1171,2493,79,898,5121,0.0535719290582857,0.324366471386966,0.194348839500482,0.37674166451777,0.37674166451777,3.37225482844731,250,0.0488185901191174,0.467314690085288
293,377,283,1,27,285,175,0,15,372,541,0,21,946,0.00105708245243129,0.0215774591415012,0.361425325065438,0.316312324265377,0.316312324265377,7.02629768396243,121,0.127906976744186,4.68020625237382
294,20,10,0,26,25,28,7,2,16,25,3,26,30,0.091964139212704,0.368584987578591,0.666666666666667,0.637643727590796,0.637643727590796,4.58286418711335,0,0,5.92676128695409
295,32,9,50,139,15,0,6,95,52,59,5,58,218,0.0525098276400611,0.419693560849455,0.134057680258033,0.037145682880078,0.419693560849455,3.96772838143606,16,0.073394495412844,5.53105217618323
296,3,1,0,0,4,3,0,0,4,2,0,0,10,0.1,0.1,0.363424118566428,0.181712059283214,0.181712059283214,5.86633890243573,0,0,0.792040753386391
297,235,106,7,87,88,16,8,17,215,308,12,58,428,0.0204650427097565,0.103043741669813,0.384195755375147,0.188169148272801,0.188169148272801,6.12855774577747,16,0.0373831775700935,3.35527775586401
298,243,113,8,105,93,181,36,46,130,522,0,34,814,0.00811284336337746,0.0672745721404933,0.175948858357137,0.270510899741184,0.270510899741184,6.39791308154431,28,0.0343980343980344,3.59506173316069
299,210,153,0,1,106,495,0,0,31,160,0,3,594,0.00168350168350168,0.0024280295796421,0.148767879579723,0.386680637412114,0.386680637412114,6.40702787355414,17,0.0286195286195286,8.15287528049494
300,412,1104,423,2094,873,1999,330,1828,878,1433,110,977,4077,0.0609642103204131,0.380722402799708,0.167030051016945,0.360027195823644,0.380722402799708,2.34939644195882,356,0.0873191071866568,0.597239897051495
301,220,234,0,34,43,171,0,31,549,54,0,31,1000,0.001,0.0319693717356891,0.173176048972032,0.12928116068563,0.12928116068563,1.76580833180864,9,0.009,0.95235726309492
302,300,213,37,530,28,173,25,63,148,151,0,460,1765,0.00552038289057977,0.140835900132372,0.0609212712788049,0.100397486821783,0.140835900132372,3.69392942772737,33,0.0186968838526912,3.74815686233658
303,758,400,0,207,989,706,5,146,1282,907,0,142,2767,0.000617989138661618,0.058730183268373,0.356649824784935,0.229516986979349,0.229516986979349,6.76387919441155,50,0.0180701120346946,1.54099693978349
304,129,140,21,49,92,36,7,26,111,245,0,7,281,0.0187816088537512,0.0737988344443117,0.390116080530445,0.381791176281486,0.381791176281486,8.12621070091528,21,0.0747330960854092,1.21302174504848
305,334,204,126,232,213,211,17,158,136,171,0,182,392,0.0328841854302535,0.480233832559697,0.54358682966767,0.496230564814476,0.496230564814476,5.57194063037236,15,0.038265306122449,1.66120455104827
306,13,49,0,52,10,9,0,35,36,59,0,7,109,0.00917431192660551,0.214270958028112,0.153457735915031,0.271854818931544,0.271854818931544,6.38498157804452,40,0.36697247706422,0.150685364090288
307,1074,519,5,128,792,836,0,23,808,960,0,55,3289,0.000519907554477561,0.016571797772096,0.268317954475543,0.227065463120432,0.227065463120432,7.48273046425182,667,0.202797202797203,0.91451460582056
308,148,114,3,46,128,127,0,5,85,16,0,39,437,0.00330034226614968,0.047546225309684,0.268214405703081,0.140538316877758,0.140538316877758,8.49042454830413,253,0.578947368421053,0.26253413490642
309,195,92,0,282,724,498,55,255,665,494,3,132,1917,0.00286114061159761,0.110449976322984,0.237087957222379,0.147556810814561,0.147556810814561,7.36800856060217,35,0.0182576943140323,0.872103640625925
310,434,184,0,21,196,368,0,3,224,206,0,3,1074,0.000931098696461825,0.00534338319210165,0.248691146810454,0.224133448217268,0.224133448217268,8.90079786185845,389,0.36219739292365,0.570978172408259
311,298,281,0,143,591,458,7,138,603,553,0,76,936,0.00204372989612435,0.122292659576074,0.505938625971308,0.442747850084284,0.442747850084284,7.89260022563266,71,0.0758547008547008,0.963822503841085
312,35,35,28,182,34,51,33,167,94,34,2,173,629,0.0195096738939967,0.27645684152961,0.0766021500640232,0.062477225305667,0.27645684152961,3.44385790737727,2,0.00317965023847377,1.81237386200974
314,9,21,12,21,17,9,21,21,21,3,1,21,21,0.300779028459828,1,0.702669247779819,0.394132025197303,1,5.85480772144552,3,0.142857142857143,0.193773173017516
315,13,39,0,53,85,47,20,24,61,23,3,63,284,0.0137847452153833,0.151806679239152,0.143299837406447,0.12254956112102,0.151806679239152,4.47174846943827,1,0.00352112676056338,0.889262105242881
316,89,31,0,35,77,157,4,0,32,28,1,31,249,0.00637510462637831,0.0412677285924327,0.242183316916699,0.20666825796809,0.20666825796809,5.42820025419215,9,0.036144578313253,7.68455582868481
317,6,4,0,0,0,6,0,0,0,0,0,0,7,0.142857142857143,0.142857142857143,0.259588656118877,0.412071305802117,0.412071305802117,2.29271590058125,0,0,2.01112928135054
320,12,0,65,160,0,13,86,128,159,77,63,130,331,0.213348433622328,0.418725851524303,0.0374712455785416,0.0302215475010245,0.418725851524303,1.1388907419993,0,0,0.453914682007153
321,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,2.945,0,0,0.0119608314707875
322,37,10,54,272,0,0,21,171,161,174,118,212,344,0.148687084140976,0.623364188838377,0.0526967814600676,0.0349642840822563,0.623364188838377,3.85590481184469,2,0.00581395348837209,2.29752493207923
323,22,10,200,761,18,61,124,436,239,99,71,655,1142,0.105739496787041,0.526467271745404,0.0399053929531288,0.03435491718338,0.526467271745404,2.38844482845575,41,0.0359019264448336,0.0860054382897567
324,58,23,24,237,3,15,195,249,76,2,0,124,292,0.0572838808723917,0.664875415360618,0.0809850327348818,0.0302621778164507,0.664875415360618,4.13339252938378,100,0.342465753424658,3.20003508586315
325,153,385,33,139,307,61,53,59,32,46,54,63,408,0.111618031756259,0.196671889708852,0.280758619593193,0.251491108799261,0.251491108799261,9.06310688956296,247,0.605392156862745,0.0297582494416513
327,1100,3004,432,2115,1553,1271,628,1179,1304,1210,438,1062,6008,0.0818293766783164,0.230278278357264,0.217378866629366,0.277213063573246,0.277213063573246,9.20288766977849,2864,0.476697736351531,0.0486768070872134
328,74,298,136,545,131,462,34,269,447,445,67,199,1945,0.0347892129552012,0.158275738011022,0.083820563057625,0.202684160841446,0.202684160841446,8.96408758044831,944,0.485347043701799,0.137203040949458
329,158,118,1531,2004,666,132,186,1778,153,1300,300,1927,2932,0.150212415742909,0.648245877437724,0.0861212417272463,0.0929613590577932,0.648245877437724,6.13571990550179,3,0.00102319236016371,2.71053429944052
330,442,394,1409,2292,1235,452,0,2923,416,496,697,3926,7272,0.0136687055115026,0.408956740862076,0.0838958185381595,0.0612423115037609,0.408956740862076,5.75600332324483,14,0.00192519251925193,0.985112483918071
331,1571,2616,36,284,788,1341,0,246,674,245,0,546,6660,0.0004957848722064,0.0505445654894756,0.141355660377499,0.14275893676939,0.14275893676939,2.42641156407371,0,0,0.963694933875086
332,1460,998,301,1021,706,961,0,1496,362,1280,32,1900,6471,0.00328801728149001,0.220427400493412,0.111254429049191,0.165468971080887,0.220427400493412,4.87999693213115,28,0.00432699737289445,1.12502085796216
333,201,175,442,1221,7,297,0,627,1057,171,763,1043,1866,0.0373024447984259,0.497176811722631,0.0611708791404513,0.111007391292683,0.497176811722631,5.64510104288085,1,0.000535905680600214,0.663342632140707
334,2711,3496,2792,6906,2022,1080,1126,5315,2117,2001,629,1216,12690,0.0989099224166157,0.279528557814318,0.178408504804105,0.154627167556719,0.279528557814318,7.36857656347878,1821,0.143498817966903,0.106109414953912
335,348,245,1515,2474,585,246,544,2414,561,336,89,700,4555,0.0918992848465054,0.353663265315068,0.106515041877686,0.05984002619608,0.353663265315068,2.47514859691958,44,0.00965971459934138,0.60030994928219
336,269,853,755,1245,153,521,96,725,288,64,85,48,1364,0.134399607314068,0.257494818816191,0.167159486826679,0.223790272871768,0.257494818816191,3.91647407559227,3,0.00219941348973607,0.0973824101440131
337,45,167,367,969,477,349,4,2021,388,139,318,2365,4623,0.0167800724551851,0.360564682509546,0.043846033637155,0.0434438533836729,0.360564682509546,5.11234807037068,3,0.000648929266709929,0.97472388976415
338,930,613,17,560,707,840,0,422,723,28,3,1238,3001,0.00123573134597341,0.221211505846946,0.26006439105988,0.0811023182823105,0.221211505846946,2.63452359334577,116,0.0386537820726425,0.39579292437344
339,2662,3478,4814,9147,1518,695,802,4826,1551,2625,641,812,13127,0.10304193588556,0.251174293905709,0.140453226921354,0.141031376503166,0.251174293905709,5.71833249911541,384,0.0292526853050964,0.593169580417266
340,711,666,78,382,1707,303,0,118,483,1273,0,166,2778,0.00153803408268464,0.070407497974392,0.301266731773071,0.22883169580717,0.22883169580717,2.67342571311153,1,0.000359971202303816,1.42859712436023
341,1223,966,268,234,796,1168,0,1445,723,114,173,956,4112,0.00873656125810414,0.16690169974572,0.216324728855049,0.122759516010733,0.16690169974572,6.4472836222818,3,0.000729571984435798,0.562864608066461
342,161,556,67,358,627,538,0,730,329,277,137,756,2751,0.00761099084533238,0.211715166482352,0.116843847137051,0.15847290593901,0.211715166482352,4.9924201387201,9,0.00327153762268266,0.421818068120224
343,93,423,1013,1234,1395,590,2,1417,433,503,691,1883,5663,0.0197541918762978,0.262703110504076,0.0676293358598811,0.0884179062231714,0.262703110504076,1.57052635726754,2,0.000353169698039908,1.23365103438402
344,696,823,125,900,1751,835,108,1431,550,612,511,856,4544,0.0418934924519992,0.227342333428997,0.192596194807172,0.164882382755095,0.227342333428997,2.95305026181339,2,0.000440140845070423,0.631940566528144
345,3265,5552,614,2891,4000,3312,374,3554,1845,3634,301,1940,11338,0.0361964270687177,0.239140222528457,0.25474757770181,0.357908311205638,0.357908311205638,6.55928830795964,831,0.0732933497971424,0.282669258861793
